Geneid	HSC_20d_IL1_3	HSC_20d_IL1_4	HSC_20d_ctrl_3	HSC_20d_ctrl_4	HSC_20d_ctrl_1_E061316	HSC_20d_ctrl_2_E061316	HSC_20d_IL1_1_E061316	HSC_20d_IL1_2_E061316
Ncapg	1774	1647	1544	866	1506	1768	2474	2134
Ncapg2	1533	1520	1621	1067	2038	2058	2860	2879
Ncaph	2299	2214	2030	1388	1669	2098	3029	3067
Ncaph2	6637	7247	7897	6648	5837	7216	8047	9649
Ncbp1	2818	3069	4308	2530	3372	4031	4492	4615
Ncbp2	1662	1643	2873	1869	2243	2343	2382	2692
Ncbp3	3	7	3	3	6	0	5	2
Nccrp1	0	0	0	0	0	0	0	0
Ncdn	1850	2036	2868	2308	2353	2558	1776	2073
Nceh1	7377	8758	7784	5392	5395	7089	8016	7348
Ncf1	698	418	447	241	175	280	376	377
Ncf2	2035	2981	2829	2649	1762	2494	2767	2750
Ncf2-rs	16	24	29	31	11	15	25	24
Ncf4	655	569	652	411	318	347	556	611
Nck1	926	1227	1576	917	1418	1475	1493	1579
Nck2	672	762	850	588	735	879	719	953
Nckap1	741	1300	1610	926	1420	1791	1849	1755
Nckap1l	7247	9529	9816	4685	7629	8432	9560	9866
Nckap5	0	0	63	15	40	20	0	0
Nckap5l	337	301	377	139	217	279	318	255
Nckipsd	1	0	6	0	1	3	0	9
Ncl	21116	19695	37012	28486	31435	31925	27070	31027
Ncln	2540	2611	3419	2810	2780	2916	2311	2984
Ncmap	16	22	6	34	5	22	11	21
Ncoa1	1745	1981	2286	1615	1876	2240	2063	1807
Ncoa2	3092	2850	3447	2090	3090	3031	3405	3431
Ncoa3	1245	2385	2043	1162	1464	1808	1789	2176
Ncoa4	3945	4973	4296	3019	3445	3678	5086	5081
Ncoa5	2476	2982	3017	2036	2716	2844	3386	3525
Ncoa6	1103	1331	1411	912	1410	1655	1593	1321
Ncoa7	988	1010	1724	1167	1290	1404	1521	1420
Ncor1	8860	8339	10635	8552	8047	8330	8909	7981
Ncor2	2234	2530	3534	2428	3057	2951	2076	2055
Ncr1	0	0	0	0	0	0	0	0
Ncs1	418	454	694	577	574	411	414	495
Ncstn	4165	4761	4378	2782	3184	3434	4431	4374
Nctc1	0	0	0	0	0	0	0	0
Ndc1	1974	1946	2661	1389	2459	2993	3214	3188
Ndc80	1635	1771	1754	1303	1254	1622	2159	2438
Nde1	3501	3290	3702	2573	2911	3432	4381	4377
Ndel1	2937	3103	2977	2091	2567	3103	3082	3388
Ndfip1	3660	4074	5276	3388	3686	4578	5424	5266
Ndfip2	881	1107	1213	916	1087	1143	1460	1658
Ndn	956	1075	1743	1259	1373	1530	1312	1412
Ndnf	7	12	10	42	18	15	31	15
Ndnl2	963	1006	1328	1285	873	992	1190	1359
Ndor1	2459	2775	2698	2577	1966	1977	2220	2039
Ndp	0	0	0	0	2	2	12	0
Ndrg1	4243	5949	4801	4964	3793	4533	6307	6754
Ndrg2	424	587	497	360	367	478	429	450
Ndrg3	2496	3415	4288	3025	3276	4096	4350	4707
Ndrg4	51	105	34	13	48	64	53	64
Ndst1	2115	2559	2927	1668	2379	3232	2331	2862
Ndst2	2511	3060	3028	1699	2463	2499	2949	2753
Ndst3	26	20	27	13	1	45	16	23
Ndst4	0	0	0	0	0	0	1	0
Ndufa1	977	982	1228	1348	888	1059	1566	1525
Ndufa10	2288	2371	3595	3375	2641	2835	3469	3656
Ndufa11	958	1179	1645	1859	1278	1438	1627	1912
Ndufa12	1199	1225	1935	2034	1385	1450	1528	1615
Ndufa13	2365	2414	3454	3725	2270	2610	2977	3268
Ndufa2	1629	1676	2265	2430	1764	1848	2333	2638
Ndufa3	1145	1084	1750	1791	1024	1153	1560	1625
Ndufa4	3042	3286	5549	5340	3449	4097	4998	5438
Ndufa4l2	0	0	0	0	0	0	0	0
Ndufa5	878	844	1469	1448	858	1039	1302	1345
Ndufa6	1437	1591	1776	2128	1167	1491	1865	2007
Ndufa7	0	0	0	0	0	0	0	0
Ndufa8	2613	2564	3623	3315	2439	2743	3413	3654
Ndufa9	3388	3861	5385	4487	3804	3977	5429	5497
Ndufab1	723	698	1079	1051	772	925	984	1047
Ndufaf1	902	1138	1154	1106	1170	1252	1191	1517
Ndufaf2	399	347	699	696	473	537	629	667
Ndufaf3	599	645	632	620	429	464	724	763
Ndufaf4	791	686	1610	1298	1002	877	1111	1163
Ndufaf5	303	384	564	418	377	484	545	657
Ndufaf6	438	417	624	643	467	530	638	652
Ndufaf7	1013	929	1281	1116	846	1130	1222	1377
Ndufb10	1893	1986	2869	2643	1865	2026	2394	2821
Ndufb11	1898	1984	2544	2820	1688	1937	2441	2588
Ndufb2	979	1069	1526	1831	1139	1248	1685	1839
Ndufb3	1209	1280	1735	1653	1148	1422	1804	2043
Ndufb4	217	222	338	356	269	258	285	356
Ndufb5	1592	1728	2710	2598	1656	1980	2407	2732
Ndufb6	1044	982	1628	1621	1164	1258	1502	1684
Ndufb7	1908	1896	2632	2848	1718	1992	2351	2701
Ndufb8	2771	3091	4233	4310	2884	3234	4037	4795
Ndufb9	2824	3224	4343	4197	3096	3619	4684	4945
Ndufc1	831	796	1297	1354	752	906	1267	1460
Ndufc2	2302	2316	3513	3361	2304	2695	3217	3568
Ndufs1	3071	3425	4237	2655	3480	3724	4861	5127
Ndufs2	3847	4618	5058	4596	4179	4643	5851	6323
Ndufs3	2	0	0	0	0	0	0	0
Ndufs4	1759	1849	2578	2376	1683	1887	2538	2893
Ndufs5	354	352	510	601	349	445	495	604
Ndufs6	1090	1049	1733	1827	1044	1254	1352	1496
Ndufs7	2843	3172	4337	4358	2891	3378	3725	4280
Ndufs8	2438	2614	3512	3617	2443	2692	3473	3846
Ndufv1	3704	3744	4603	4937	3565	4133	4542	5248
Ndufv2	2192	2668	3863	3708	2695	2929	3886	4019
Ndufv3	1625	1851	2277	2224	1511	1938	2342	2238
Neat1	4466	4459	4092	3237	3565	2241	2287	1234
Neb	77	71	87	86	44	11	38	50
Nebl	7	1	0	1	0	0	0	15
Necab1	0	0	0	0	1	0	0	0
Necab2	2	0	0	0	0	0	0	0
Necab3	68	46	80	51	44	30	63	29
Necap1	808	1137	1364	885	1113	968	1184	1374
Necap2	1658	1782	2165	1751	1568	1700	1932	1992
Nectin1	31	31	18	49	19	42	33	19
Nectin2	134	155	56	70	70	108	70	169
Nectin3	83	59	132	60	113	128	122	79
Nectin4	405	451	392	329	264	292	365	370
Nedd1	1736	1527	2056	872	1747	2059	2463	2616
Nedd4	9849	11828	21692	12556	18774	22124	14316	16671
Nedd4l	1064	1282	1036	512	959	1033	1223	1381
Nedd8	2400	2418	3468	3749	2479	2699	3372	3877
Nedd9	420	390	802	324	516	864	429	508
Nefh	1428	1429	2546	2231	2197	2119	1592	1803
Nefl	0	0	0	0	0	0	0	0
Nefm	0	0	0	0	0	0	0	0
Negr1	0	0	6	0	0	0	0	0
Neil1	810	842	796	500	403	478	545	553
Neil2	40	32	38	29	50	41	19	31
Neil3	2053	1845	1707	987	1338	1375	2337	2154
Nek1	992	1132	1566	634	1286	1536	1181	1389
Nek10	0	0	0	0	0	0	0	0
Nek11	2	2	4	0	0	10	3	15
Nek2	7	8	14	8	4	7	15	9
Nek3	163	160	212	130	154	179	140	151
Nek4	519	743	783	495	681	833	688	895
Nek5	22	36	16	14	26	3	22	0
Nek6	722	955	1512	1191	782	1240	875	828
Nek7	2190	2304	2799	1326	2404	2564	3380	3286
Nek8	830	785	786	521	396	552	654	688
Nek9	2364	3135	3544	2104	2585	3243	3072	3357
Nelfa	1680	2484	2702	2288	2254	2381	2624	2981
Nelfb	4880	6260	6405	5223	5248	5838	6075	6809
Nelfcd	2947	3489	3950	3044	3047	2996	4135	4246
Nelfe	0	0	0	0	0	0	0	0
Nell1	0	0	0	0	0	0	0	0
Nell1os	0	0	0	0	0	0	0	0
Nell2	0	0	0	0	0	0	0	0
Nemf	2749	2363	3178	2477	2162	2194	2676	2123
Nenf	395	458	588	698	457	558	617	704
Neo1	132	306	420	233	446	449	379	351
Nepn	0	0	0	0	0	0	0	0
Nepro	255	327	381	290	349	338	421	345
Nes	27	32	27	17	30	26	20	11
Nespas	0	6	0	0	1	0	12	0
Net1	1498	1223	2691	1083	2783	2542	1885	1758
Neto1	0	0	0	0	0	0	0	0
Neto2	291	191	632	292	665	807	596	517
Neu1	0	0	0	0	0	0	0	0
Neu2	0	0	0	0	0	0	0	0
Neu3	349	479	473	337	435	525	803	531
Neu4	0	0	8	0	0	0	0	0
Neurl1a	29	105	39	55	57	52	51	93
Neurl1b	213	144	285	248	180	143	162	216
Neurl2	74	73	69	54	39	47	52	46
Neurl3	4951	5787	4607	3381	2893	3238	4645	4561
Neurl4	6	3	8	8	3	3	5	1
Neurod1	0	0	0	0	0	0	0	0
Neurod2	0	0	0	0	0	0	0	0
Neurod4	0	0	0	0	0	0	0	9
Neurod6	0	0	0	0	0	0	0	0
Neurog1	0	0	0	0	0	0	0	0
Neurog2	0	0	0	1	0	0	0	0
Neurog3	0	0	0	0	0	0	0	0
Nexn	64	34	71	42	89	29	32	33
Nf1	158	219	249	88	104	121	176	116
Nf2	2053	2348	3048	1539	2436	2853	2451	3379
Nfam1	2129	2542	2360	1264	1663	1802	2830	2260
Nfasc	8	0	0	0	0	0	0	0
Nfat5	1104	1066	908	899	887	792	947	464
Nfatc1	2625	3407	4041	2121	3110	3491	3650	3387
Nfatc2	1090	1229	1457	871	1610	1600	1179	1118
Nfatc2ip	242	252	277	182	238	240	235	313
Nfatc3	3011	3634	4256	1945	3514	4587	4167	4941
Nfatc4	1	2	0	7	10	2	3	4
Nfe2	12315	14963	17014	14361	14784	15990	15579	17762
Nfe2l1	3153	3891	3817	2364	3684	4426	3742	4057
Nfe2l2	3629	4173	4669	2993	3968	4156	4694	4202
Nfe2l3	6	0	5	0	7	0	0	2
Nfia	406	499	807	550	581	687	585	481
Nfib	6	1	4	4	0	0	17	13
Nfic	4147	4183	6316	5312	4348	4489	3762	3637
Nfil3	302	279	154	163	161	239	367	325
Nfix	2354	2863	4423	3437	2341	2821	2420	2043
Nfkb1	5215	6443	4994	4001	4014	4444	6607	6883
Nfkb2	869	863	1355	1122	895	815	835	674
Nfkbia	5654	5550	6190	5315	4635	4732	5009	5885
Nfkbib	822	894	984	1006	807	983	932	1007
Nfkbid	1326	1286	1283	1038	811	693	498	492
Nfkbie	1074	1182	1367	1117	890	880	1097	885
Nfkbil1	2	1	0	4	3	4	4	3
Nfkbiz	2212	2160	2209	1499	999	565	642	546
Nfrkb	1481	2059	1904	1063	1900	1857	1773	2113
Nfs1	1730	1754	2384	1820	2044	2179	2493	3010
Nfu1	1713	1805	2446	2200	1805	1942	2375	2554
Nfx1	3816	4036	5249	3337	4322	4905	4555	5290
Nfxl1	757	965	1101	603	1003	853	909	760
Nfya	383	441	540	397	330	407	371	555
Nfyb	1109	1088	1263	1015	986	1257	1655	1733
Nfyc	970	1265	1379	1070	1012	1108	1482	1480
Ngb	6	6	4	0	3	0	0	0
Ngdn	1998	2197	2788	2632	2042	2193	2471	2482
Ngef	0	0	0	0	0	0	0	0
Ngf	0	0	0	0	0	0	0	0
Ngfr	0	0	6	0	0	0	0	0
Ngfrap1	3401	3574	5576	5204	3910	4357	4984	5147
Ngly1	2468	2914	3399	1875	2629	3273	3546	4243
Ngp	12394	14	24	27	38	34	14	12
Ngrn	1350	1769	1857	1776	1520	1835	1963	2077
Nhej1	297	321	349	289	233	276	315	351
Nhlh1	0	0	0	0	0	0	0	0
Nhlh2	1	0	0	0	0	0	0	0
Nhlrc1	137	140	194	181	230	265	127	152
Nhlrc2	1543	1298	1936	1039	1426	1707	1465	1694
Nhlrc3	186	293	333	115	235	274	310	325
Nhlrc4	0	0	0	0	1	0	0	2
Nhp2	1502	1388	3327	3162	2250	2260	2182	2697
Nhp2l1	166	133	208	200	167	183	160	192
Nhs	0	0	2	1	0	7	0	1
Nhsl1	76	95	62	38	97	72	166	91
Nhsl2	264	408	168	191	293	272	420	462
Nicn1	535	504	605	317	483	347	560	534
Nid1	18	0	0	0	11	0	0	13
Nid2	50	71	114	51	112	36	97	86
Nif3l1	922	901	1535	1028	1208	1060	1202	1457
Nifk	3065	3096	5266	3594	3878	4391	3817	4642
Nim1k	272	220	318	309	321	286	360	377
Nin	1003	959	956	799	1142	1165	971	1247
Ninj1	3853	4050	7073	6317	4787	5033	3729	4272
Ninj2	7	1	0	0	6	7	6	0
Ninl	234	133	123	152	277	259	263	318
Nip7	1394	1613	2909	2402	2013	2195	2118	2536
Nipa1	274	315	372	288	316	257	411	499
Nipa2	877	945	1195	706	947	1165	1399	1282
Nipal1	0	4	3	2	6	5	0	0
Nipal2	27	19	30	18	33	50	39	9
Nipal3	476	582	575	419	311	389	557	547
Nipal4	2	0	0	0	0	0	0	0
Nipbl	3030	3418	3385	2758	2161	1950	2637	2753
Nipsnap1	1458	1600	1813	1719	1437	1641	2091	2233
Nipsnap3a	0	0	0	0	0	0	0	0
Nipsnap3b	1332	1185	1878	1395	1337	1405	2217	1992
Nisch	10900	11917	13359	9579	10657	11180	9904	10841
Nit1	836	1080	1194	908	737	871	968	1108
Nit2	886	969	1356	1272	1010	1205	1116	1308
Nkain1	0	0	0	0	0	0	0	0
Nkain2	0	0	0	0	0	0	0	0
Nkain3	0	0	0	0	0	1	0	0
Nkain4	0	0	0	0	0	0	0	0
Nkap	1151	1077	1404	1278	986	1281	1497	1574
Nkapl	28	22	12	45	26	31	16	36
Nkd1	7	1	9	13	19	8	6	22
Nkd2	5	5	30	11	3	8	0	0
Nkg7	1882	1851	1254	1073	752	941	2449	2599
Nkiras1	484	402	474	417	378	283	292	428
Nkiras2	260	300	256	233	218	288	342	383
Nkpd1	9	5	25	37	26	33	8	7
Nkrf	92	100	190	199	89	94	152	161
Nktr	1830	1839	2400	1817	1637	1563	1574	1567
Nkx1-1	5	3	3	3	7	9	4	2
Nkx1-2	0	0	0	0	0	0	0	0
Nkx2-1	0	0	0	0	0	0	0	0
Nkx2-2	0	0	1	0	0	0	0	0
Nkx2-2os	0	0	0	0	0	0	0	0
Nkx2-3	3463	3795	2584	2254	2095	2328	2962	2960
Nkx2-4	0	0	0	0	0	0	0	0
Nkx2-5	0	0	0	0	0	0	0	0
Nkx2-6	0	0	0	0	0	0	0	0
Nkx2-9	0	0	0	0	0	0	0	0
Nkx3-1	0	0	0	0	0	0	0	0
Nkx3-2	3	1	0	0	0	0	0	0
Nkx6-1	0	0	0	0	0	0	0	0
Nkx6-2	1	1	0	1	0	0	0	0
Nkx6-3	1	9	7	29	7	2	0	0
Nle1	678	649	1271	868	722	685	663	804
Nlgn1	0	0	0	0	0	0	0	0
Nlgn2	369	300	447	484	355	324	217	216
Nlgn3	20	9	1	12	3	0	9	0
Nlk	306	335	357	252	332	330	356	427
Nlk-ps1	0	0	0	0	0	0	0	0
Nln	605	828	1125	624	995	1101	812	1057
Nlrc3	171	200	224	145	131	138	116	242
Nlrc4	26	17	9	8	23	14	26	29
Nlrc5	2867	2768	3192	2862	3151	3001	2380	1820
Nlrp10	29	96	64	44	129	84	82	107
Nlrp12	0	0	0	0	0	0	0	0
Nlrp14	0	0	0	0	0	0	0	0
Nlrp1a	19	20	15	9	11	6	19	33
Nlrp1b	35	22	18	19	15	29	29	22
Nlrp1c-ps	0	0	0	0	0	0	0	0
Nlrp2	0	0	0	0	0	0	0	0
Nlrp3	1	0	0	0	0	0	0	0
Nlrp4a	0	0	0	0	0	0	0	0
Nlrp4b	0	0	0	0	0	0	0	0
Nlrp4c	0	0	0	0	0	0	0	0
Nlrp4d	0	0	0	0	0	0	0	0
Nlrp4e	0	0	0	0	0	0	0	0
Nlrp4f	0	0	0	0	0	0	0	0
Nlrp4g	0	0	0	0	0	0	0	0
Nlrp5	0	0	0	2	0	0	1	1
Nlrp5-ps	27	19	16	20	9	8	17	20
Nlrp6	21	22	5	42	3	51	12	42
Nlrp9a	0	0	0	0	0	0	0	0
Nlrp9b	0	0	0	0	0	0	0	0
Nlrp9c	0	0	0	0	0	0	0	0
Nlrx1	635	617	570	468	439	665	708	755
Nmb	83	169	57	83	64	76	104	76
Nmbr	6	0	0	0	0	0	4	5
Nmd3	1120	1138	2075	1029	1420	1590	1362	1794
Nme1	3040	2670	6148	6571	4531	4540	4510	5694
Nme2	1899	2118	4178	4458	3049	3269	3528	4072
Nme3	490	561	742	760	498	488	536	725
Nme4	1502	1582	2400	2359	1670	1558	1778	2149
Nme5	1	1	3	0	0	5	4	6
Nme6	694	762	1101	840	726	866	956	1040
Nme7	525	647	666	547	494	624	839	845
Nme8	0	0	0	0	0	0	0	0
Nme9	0	2	4	0	0	0	2	0
Nmi	1287	1499	1971	1605	1402	1407	1815	1707
Nmnat1	213	206	182	177	168	166	204	177
Nmnat2	0	0	0	0	0	0	0	0
Nmnat3	1020	1340	1620	1227	1333	1528	1635	1826
Nmral1	1204	1445	2079	1685	1038	1234	1861	1812
Nmrk1	349	410	424	327	209	241	437	373
Nmrk2	0	0	0	0	0	1	0	0
Nms	0	0	0	0	0	0	0	0
Nmt1	1544	1991	1901	1842	1707	2051	2022	2498
Nmt2	249	279	292	289	274	310	291	340
Nmu	0	0	0	0	0	0	0	0
Nmur1	17	11	0	6	0	0	6	6
Nmur2	0	0	0	0	0	0	0	0
Nnat	2	8	4	25	11	4	7	0
Nnmt	0	0	0	0	0	0	0	0
Nnt	1660	1908	2588	1797	2243	2002	2672	3038
Noa1	1697	1746	2802	2614	2017	2623	2411	2519
Nob1	2528	2518	4197	3785	2677	3220	3009	3475
Nobox	0	0	0	10	4	0	0	0
Noc2l	6317	6680	11545	8389	8884	9153	7473	9441
Noc3l	880	811	1077	727	1120	1399	770	894
Noc4l	1587	1623	2756	1851	2280	2199	2060	2480
Noct	334	270	384	303	309	253	368	327
Nod1	955	1352	1135	855	934	1412	1364	1328
Nod2	11	30	29	6	22	18	24	23
Nodal	0	0	0	0	0	0	0	0
Nog	0	0	0	0	0	0	0	0
Nol10	447	424	811	457	643	745	599	815
Nol11	1282	1329	2364	1050	1757	1767	1739	2115
Nol12	1214	1268	1489	1339	1032	1136	1225	1224
Nol3	2	0	5	5	6	0	1	0
Nol4	33	17	20	2	1	17	9	33
Nol4l	970	1044	1704	969	1324	1355	1376	1339
Nol6	2603	3067	4517	2866	3735	4130	3145	3207
Nol7	2170	1834	2820	2602	1804	2205	2402	2522
Nol8	993	1289	1718	1163	1395	1451	1202	1122
Nol9	1533	1692	2521	1846	2207	2251	2212	2239
Nolc1	3372	3603	7075	4900	5272	5383	4120	4902
Nom1	1761	1846	2452	1973	2228	2330	2074	2511
Nomo1	6184	7626	6657	5820	6731	7983	8348	9644
Nono	9431	9698	13089	7790	9944	12024	12335	12145
Nop10	3319	3303	6728	6911	4619	5170	4939	5940
Nop14	1629	1763	2631	2382	1795	2171	1791	1956
Nop16	1758	1784	3614	3154	2430	2727	2342	2664
Nop2	2955	3330	5920	3834	4395	4442	3497	4317
Nop56	7594	7423	12970	10417	9165	8871	7759	8750
Nop58	3675	3405	7269	5481	5676	5575	4401	5698
Nop9	2133	2776	3270	2560	2669	3289	3016	3475
Nos1	4	0	4	2	0	0	0	33
Nos1ap	804	695	826	592	702	624	741	503
Nos2	0	0	0	6	0	0	1	0
Nos3	19	13	17	13	15	5	2	7
Nosip	2474	2707	2870	2415	2013	2234	2402	2800
Nostrin	0	0	1	2	3	0	1	0
Notch1	825	972	1118	846	819	888	852	664
Notch2	3316	3851	3656	2539	3645	4015	3415	3468
Notch3	112	141	47	114	72	102	169	111
Notch4	0	0	0	0	0	0	0	0
Noto	0	0	1	0	0	1	0	0
Notum	2	0	6	7	0	2	0	0
Nov	0	1	41	37	30	28	3	0
Nova1	29	16	11	10	11	7	10	6
Nova2	15	14	21	19	24	8	12	10
Nox1	4	0	9	11	0	0	0	0
Nox3	0	0	0	0	0	0	0	0
Nox4	6	23	68	0	34	15	15	44
Noxa1	291	474	301	306	170	194	193	282
Noxo1	172	289	174	281	153	161	193	87
Noxred1	13	40	6	12	7	17	30	31
Npas1	24	21	42	15	21	24	27	33
Npas2	55	77	104	24	85	83	34	48
Npas3	25	13	38	38	48	14	17	54
Npas4	0	0	0	0	0	0	0	0
Npat	1612	1634	2337	833	2043	2081	2018	2251
Npb	2	0	5	4	5	4	0	1
Npbwr1	0	0	0	0	0	0	0	0
Npc1	1011	990	1127	700	620	564	1028	920
Npc1l1	0	0	0	0	0	0	22	1
Npc2	2617	2847	3274	2685	2178	2690	3266	3279
Npcd	0	0	0	0	0	0	0	0
Npdc1	1218	1153	1854	1546	1231	1413	1167	1311
Npepl1	6477	6375	8247	7993	5605	6338	5354	6392
Npepps	1411	1407	1567	1339	1360	1507	1471	1627
Npff	15	35	31	37	10	11	9	5
Npffr1	5	10	24	10	15	29	6	16
Npffr2	0	0	0	0	0	0	0	0
Nphp1	815	853	1203	737	848	975	1105	1157
Nphp3	277	389	427	232	278	286	272	392
Nphp4	114	208	105	171	87	181	186	108
Nphs1	0	0	0	0	0	0	0	0
Nphs1os	0	0	0	0	0	0	0	0
Nphs2	0	6	0	0	4	3	0	0
Npl	1288	1468	1885	1443	1234	1623	1683	1809
Nploc4	2732	3161	3801	2374	3095	3835	3952	4204
Npm1	11019	11847	19401	17398	13045	15748	16724	18107
Npm2	23	29	9	26	17	4	4	15
Npm3	279	331	652	681	313	320	453	465
Npm3-ps1	5	7	3	8	3	0	3	2
Npnt	42	66	91	13	15	89	48	86
Nppa	0	0	0	0	0	0	0	0
Nppb	0	0	0	0	0	0	0	0
Nppc	3	0	0	5	2	0	3	0
Npr1	24	27	35	27	14	36	43	46
Npr2	1503	1412	1685	1146	1027	1191	890	801
Npr3	0	0	0	0	0	0	0	0
Nprl2	1133	1453	1439	1324	1081	1143	1272	1317
Nprl3	1121	1236	1021	1139	771	840	1089	1232
Nps	0	0	0	0	0	0	0	0
Npsr1	0	0	0	0	0	0	0	0
Nptn	907	1235	1238	864	983	1073	1585	1702
Nptx1	0	0	0	0	0	0	0	0
Nptx2	0	0	0	0	0	0	0	9
Nptxr	28	24	43	26	19	47	25	25
Npvf	0	0	0	0	0	0	0	0
Npw	4	7	4	24	12	9	5	17
Npy	0	0	0	0	0	0	4	0
Npy1r	0	0	0	0	0	0	0	0
Npy2r	0	0	0	0	0	0	0	0
Npy4r	0	5	0	0	0	0	0	0
Npy5r	0	0	0	0	0	0	0	0
Npy6r	0	0	0	0	0	0	0	0
Nqo1	484	478	744	460	612	617	720	669
Nqo2	675	903	1011	707	740	1056	994	1211
Nr0b1	0	0	0	0	0	0	0	0
Nr0b2	50	35	137	135	103	113	75	104
Nr1d1	264	261	495	288	442	394	183	251
Nr1d2	1285	1459	1763	560	1441	1752	1590	1585
Nr1h2	3203	3761	3691	3542	2921	2954	3353	3379
Nr1h3	63	90	159	88	148	102	129	183
Nr1h4	0	1	14	0	4	0	12	8
Nr1h5	0	0	0	0	0	0	0	0
Nr1i2	0	0	4	0	0	0	2	0
Nr1i3	4	12	4	12	8	10	9	10
Nr2c1	888	829	1188	686	906	878	875	933
Nr2c2	1710	2029	1827	1194	1773	2004	2001	2514
Nr2c2ap	108	116	204	186	108	108	146	167
Nr2e1	0	0	0	0	0	2	0	0
Nr2e3	0	0	0	0	0	0	0	0
Nr2f1	0	0	0	0	0	0	0	0
Nr2f2	0	0	0	0	0	0	1	0
Nr2f6	651	559	988	1008	679	731	567	575
Nr3c1	2455	3186	2970	2419	2546	3266	3045	2711
Nr3c2	196	164	151	73	181	143	62	39
Nr4a1	1593	1827	1474	938	820	569	703	580
Nr4a2	841	672	859	448	645	489	448	384
Nr4a3	11	17	14	17	4	17	5	3
Nr5a1	0	0	0	0	0	0	0	0
Nr5a2	0	0	0	0	0	0	0	0
Nr6a1	15	89	64	56	80	54	5	39
Nradd	116	113	185	162	83	79	177	203
Nrap	181	115	152	152	103	107	154	275
Nrarp	435	497	746	772	716	625	651	414
Nras	1945	2181	3101	2136	1950	2132	2659	2700
Nrbf2	532	653	594	504	498	617	535	586
Nrbp1	3282	3846	3800	2689	2758	3471	4096	3889
Nrbp2	189	171	207	159	217	208	128	180
Nrcam	0	0	0	0	0	1	1	0
Nrd1	4836	5265	5806	3130	4845	5550	5471	6261
Nrde2	1225	1477	1155	975	1010	1258	1195	1340
Nrep	80	91	71	21	48	38	201	96
Nrf1	2258	2782	3277	1927	2379	2565	2949	3528
Nrg1	22	44	17	11	12	14	13	20
Nrg2	41	15	38	25	11	15	6	7
Nrg3	0	0	0	0	0	0	0	0
Nrg3os	0	0	0	0	0	0	0	0
Nrg4	161	261	262	126	194	255	211	341
Nrgn	1660	1751	2233	2116	1444	1800	2386	2003
Nrip1	9895	11087	9121	6237	7329	8074	11427	10037
Nrip2	64	71	37	68	35	39	55	37
Nrip3	5	10	4	1	3	10	12	79
Nrk	194	198	592	249	623	628	259	366
Nrl	0	0	0	0	0	0	0	0
Nrm	167	214	233	220	163	195	306	277
Nrn1	0	0	0	0	0	0	3	0
Nrn1l	11	7	5	1	10	4	6	4
Nron	54	57	42	41	9	10	28	15
Nrp	192	162	311	230	141	83	108	63
Nrp1	18	1	0	0	5	4	0	0
Nrp2	2	29	15	22	17	27	3	25
Nrros	8221	9747	11273	8758	9433	9487	10774	11496
Nrsn1	0	0	0	0	0	0	19	8
Nrsn2	0	0	9	0	6	2	6	1
Nrtn	22	36	61	51	22	26	43	24
Nrxn1	1405	1464	2083	1389	1377	1276	1299	1484
Nrxn2	0	0	0	0	0	0	0	0
Nrxn3	3	1	13	0	3	0	0	0
Nsa2	643	643	702	699	585	639	723	931
Nsa2-ps1	6	5	9	6	4	6	10	10
Nsd1	2435	2705	2744	2230	2484	2399	2711	2172
Nsdhl	577	518	1130	518	719	567	717	883
Nsf	2691	3456	2973	2140	2583	2748	4351	4600
Nsfl1c	2464	2778	3828	3309	2914	3087	2939	3181
Nsg1	364	351	766	519	452	534	580	844
Nsg2	0	10	8	0	2	1	22	8
Nsl1	1139	1281	1412	956	898	1285	1890	1670
Nsmaf	4641	5534	4870	2840	4450	4937	4639	5748
Nsmce1	1871	2199	2672	2411	1785	2229	2943	3308
Nsmce2	1250	1267	1645	1528	1162	1312	1784	1554
Nsmce4a	4141	4750	5737	5254	4268	5227	6414	6474
Nsmf	2383	2593	2404	2068	1709	2173	1686	1750
Nsrp1	1186	1181	1666	1508	921	1082	1256	1272
Nsun2	6728	7965	12877	9504	10445	11257	9275	11405
Nsun3	496	394	638	347	479	559	627	758
Nsun4	1012	1174	970	976	852	1111	1130	1357
Nsun5	1098	1207	1834	1518	1413	1473	1294	1455
Nsun6	404	470	425	305	358	538	535	607
Nsun7	150	178	170	99	121	87	140	27
Nt5c	1072	1074	1586	1653	1044	1249	1077	1357
Nt5c1a	0	0	1	0	0	0	0	0
Nt5c1b	3	5	0	0	2	0	0	0
Nt5c2	3250	3670	4672	2720	3298	4043	4265	4625
Nt5c3	5811	6950	7531	6338	6219	6886	9395	9986
Nt5c3b	1824	2168	3127	2760	2390	2774	2804	3151
Nt5dc1	1096	1248	1552	709	1132	1316	1848	1769
Nt5dc2	2140	2049	3396	3364	2605	3522	3221	3537
Nt5dc3	155	237	180	127	177	177	164	150
Nt5e	13	61	26	35	16	51	34	28
Nt5m	785	970	901	924	805	1009	1015	1227
Ntan1	1765	2239	2390	2242	1797	2004	2604	2789
Ntf3	3	11	0	4	2	2	8	9
Ntf5	9	41	18	21	24	11	13	23
Nthl1	448	498	651	655	442	501	537	599
Ntm	0	0	0	0	0	0	0	0
Ntmt1	1153	1097	1942	2046	1474	1441	1290	1539
Ntn1	0	1	0	0	0	2	0	0
Ntn3	44	62	88	84	90	103	92	62
Ntn4	51	167	153	50	72	84	95	105
